[RTREE] This is node 63 at depth: 10, the bounding box is (-95.9953,31.3496), (-50.273,51.5309), leaf: 0, edge: 1
[RTREE] This is node 1495 at depth: 9, the bounding box is (-11.1374,-9.00557), (37.528,82.6027), leaf: 1, edge: 0
[RTREE] This is node 1422 at depth: 10, the bounding box is (-36.8221,-3.65112), (87.251,52.2778), leaf: 0, edge: 1
[RTREE] This is node 1470 at depth: 10, the bounding box is (-38.7116,-16.2675), (85.4805,84.7148), leaf: 0, edge: 1
[RTREE] This is node 1738 at depth: 10, the bounding box is (-25.1195,-4.89416), (0.91556,38.1355), leaf: 0, edge: 1
[RTREE] This is node 1888 at depth: 10, the bounding box is (43.0554,-8.57272), (80.5478,36.7692), leaf: 0, edge: 1
[RTREE] This is node 1898 at depth: 10, the bounding box is (45.5331,7.77012), (77.0725,72.0909), leaf: 0, edge: 1
[RTREE] This is node 1726 at depth: 9, the bounding box is (-38.7116,-16.2675), (87.251,84.7148), leaf: 1, edge: 0
[RTREE] This is node 1589 at depth: 8, the bounding box is (-38.7116,-16.2675), (87.251,84.7148), leaf: 0, edge: 0
[RTREE] This is node 1659 at depth: 7, the bounding box is (-38.7116,-16.2675), (87.251,84.7148), leaf: 0, edge: 0
[RTREE] This is node 1745 at depth: 6, the bounding box is (-38.7116,-16.2675), (87.251,84.7148), leaf: 0, edge: 0
[RTREE] This is node 180 at depth: 10, the bounding box is (44.5222,24.5235), (49.866,78.0594), leaf: 0, edge: 1
[RTREE] This is node 182 at depth: 10, the bounding box is (43.2453,28.4124), (44.1933,87.8154), leaf: 0, edge: 1
[RTREE] This is node 397 at depth: 9, the bounding box is (43.2453,24.5235), (49.866,87.8154), leaf: 1, edge: 0
[RTREE] This is node 187 at depth: 10, the bounding box is (40.2444,-83.9223), (47.7767,-68.6292), leaf: 0, edge: 1
[RTREE] This is node 108 at depth: 10, the bounding box is (30.2,-68.6025), (85.365,76.9239), leaf: 0, edge: 1
[RTREE] This is node 381 at depth: 10, the bounding box is (44.6262,14.4828), (80.9801,61.483), leaf: 0, edge: 1
[RTREE] This is node 193 at depth: 9, the bounding box is (30.2,-83.9223), (85.365,76.9239), leaf: 1, edge: 0
[RTREE] This is node 1113 at depth: 8, the bounding box is (30.2,-83.9223), (85.365,87.8154), leaf: 0, edge: 0
[RTREE] This is node 1751 at depth: 10, the bounding box is (6.50409,8.86939), (80.944,32.7315), leaf: 0, edge: 1
[RTREE] This is node 906 at depth: 10, the bounding box is (-19.5703,-41.7837), (94.4985,97.0464), leaf: 0, edge: 1
[RTREE] This is node 1897 at depth: 10, the bounding box is (35.3233,-8.48444), (93.585,36.2201), leaf: 0, edge: 1
[RTREE] This is node 1875 at depth: 9, the bounding box is (-19.5703,-41.7837), (94.4985,97.0464), leaf: 1, edge: 0
[RTREE] This is node 1871 at depth: 10, the bounding box is (46.1243,-25.6525), (48.3718,89.5588), leaf: 0, edge: 1
[RTREE] This is node 1748 at depth: 10, the bounding box is (40.0815,43.4919), (64.1403,73.0894), leaf: 0, edge: 1
[RTREE] This is node 1867 at depth: 10, the bounding box is (33.1862,35.252), (56.0869,54.1659), leaf: 0, edge: 1
[RTREE] This is node 1874 at depth: 10, the bounding box is (3.98917,-1.10387), (14.3556,92.8878), leaf: 0, edge: 1
[RTREE] This is node 1687 at depth: 9, the bounding box is (3.98917,-25.6525), (64.1403,92.8878), leaf: 1, edge: 0
[RTREE] This is node 1727 at depth: 10, the bounding box is (-44.1632,6.7038), (41.2659,78.9625), leaf: 0, edge: 1
[RTREE] This is node 1144 at depth: 10, the bounding box is (-36.9523,-76.3991), (82.9016,75.2205), leaf: 0, edge: 1
[RTREE] This is node 1721 at depth: 10, the bounding box is (-34.8025,-31.1906), (-13.2858,76.7605), leaf: 0, edge: 1
[RTREE] This is node 1741 at depth: 10, the bounding box is (-11.6145,-34.2512), (77.5476,24.6563), leaf: 0, edge: 1
[RTREE] This is node 1750 at depth: 10, the bounding box is (20.4482,-48.0081), (57.8182,78.9887), leaf: 0, edge: 1
[RTREE] This is node 1699 at depth: 9, the bounding box is (-44.1632,-76.3991), (82.9016,78.9887), leaf: 1, edge: 0
[RTREE] This is node 1656 at depth: 10, the bounding box is (58.3311,73.6042), (90.1911,81.0251), leaf: 0, edge: 1
[RTREE] This is node 1752 at depth: 9, the bounding box is (58.3311,73.6042), (90.1911,81.0251), leaf: 1, edge: 0
[RTREE] This is node 1865 at depth: 10, the bounding box is (-8.39904,-29.6739), (40.0792,81.2629), leaf: 0, edge: 1
[RTREE] This is node 1749 at depth: 10, the bounding box is (7.18237,-4.39167), (7.31008,61.8673), leaf: 0, edge: 1
[RTREE] This is node 1868 at depth: 9, the bounding box is (-8.39904,-29.6739), (40.0792,81.2629), leaf: 1, edge: 0
[RTREE] This is node 1743 at depth: 8, the bounding box is (-44.1632,-76.3991), (94.4985,97.0464), leaf: 0, edge: 0
[RTREE] This is node 1877 at depth: 7, the bounding box is (-44.1632,-83.9223), (94.4985,97.0464), leaf: 0, edge: 0
[RTREE] This is node 1694 at depth: 10, the bounding box is (-11.1307,-14.238), (93.5164,-12.403), leaf: 0, edge: 1
[RTREE] This is node 1866 at depth: 9, the bounding box is (-11.1307,-14.238), (93.5164,-12.403), leaf: 1, edge: 0
[RTREE] This is node 1876 at depth: 8, the bounding box is (-11.1307,-14.238), (93.5164,-12.403), leaf: 0, edge: 0
[RTREE] This is node 1671 at depth: 10, the bounding box is (-44.7369,-86.4058), (81.8737,-69.9257), leaf: 0, edge: 1
[RTREE] This is node 1731 at depth: 10, the bounding box is (-41.3656,-91.6404), (-36.745,-23.2281), leaf: 0, edge: 1
[RTREE] This is node 1742 at depth: 9, the bounding box is (-44.7369,-91.6404), (81.8737,-23.2281), leaf: 1, edge: 0
[RTREE] This is node 1640 at depth: 10, the bounding box is (-11.5928,72.3636), (-2.75218,90.6912), leaf: 0, edge: 1
[RTREE] This is node 1686 at depth: 10, the bounding box is (64.8221,27.9508), (79.54,88.192), leaf: 0, edge: 1
[RTREE] This is node 1693 at depth: 10, the bounding box is (-28.9603,-84.155), (57.9465,87.1451), leaf: 0, edge: 1
[RTREE] This is node 1698 at depth: 10, the bounding box is (-22.6273,0.634284), (-17.8663,87.425), leaf: 0, edge: 1
[RTREE] This is node 141 at depth: 9, the bounding box is (-28.9603,-84.155), (79.54,90.6912), leaf: 1, edge: 0
[RTREE] This is node 1111 at depth: 10, the bounding box is (26.2265,-78.7246), (69.7799,74.6613), leaf: 0, edge: 1
[RTREE] This is node 406 at depth: 10, the bounding box is (-13.0808,-73.6225), (70.2746,88.0843), leaf: 0, edge: 1
[RTREE] This is node 1127 at depth: 9, the bounding box is (-13.0808,-78.7246), (70.2746,88.0843), leaf: 1, edge: 0
[RTREE] This is node 134 at depth: 10, the bounding box is (0.837758,-68.3085), (77.152,92.8765), leaf: 0, edge: 1
[RTREE] This is node 1155 at depth: 10, the bounding box is (20.663,-24.6102), (63.6642,30.562), leaf: 0, edge: 1
[RTREE] This is node 1663 at depth: 10, the bounding box is (11.2788,-90.7445), (74.7002,71.9534), leaf: 0, edge: 1
[RTREE] This is node 1904 at depth: 10, the bounding box is (52.4776,-96.8338), (80.4833,83.1614), leaf: 0, edge: 1
[RTREE] This is node 1383 at depth: 9, the bounding box is (0.837758,-96.8338), (80.4833,92.8765), leaf: 1, edge: 0
[RTREE] This is node 87 at depth: 8, the bounding box is (-44.7369,-96.8338), (81.8737,92.8765), leaf: 0, edge: 0
[RTREE] This is node 1390 at depth: 10, the bounding box is (14.0968,30.273), (94.1382,96.1094), leaf: 0, edge: 1
[RTREE] This is node 1423 at depth: 9, the bounding box is (14.0968,30.273), (94.1382,96.1094), leaf: 1, edge: 0
[RTREE] This is node 1496 at depth: 8, the bounding box is (14.0968,30.273), (94.1382,96.1094), leaf: 0, edge: 0
[RTREE] This is node 1535 at depth: 10, the bounding box is (22.211,-55.9581), (95.7654,91.8951), leaf: 0, edge: 1
[RTREE] This is node 1587 at depth: 10, the bounding box is (40.0746,42.6392), (93.8173,87.4632), leaf: 0, edge: 1
[RTREE] This is node 1887 at depth: 10, the bounding box is (89.2695,-52.9144), (95.0183,5.63297), leaf: 0, edge: 1
[RTREE] This is node 1657 at depth: 9, the bounding box is (22.211,-55.9581), (95.7654,91.8951), leaf: 1, edge: 0
[RTREE] This is node 1700 at depth: 8, the bounding box is (22.211,-55.9581), (95.7654,91.8951), leaf: 0, edge: 0
[RTREE] This is node 118 at depth: 7, the bounding box is (-44.7369,-96.8338), (95.7654,96.1094), leaf: 0, edge: 0
[RTREE] This is node 388 at depth: 10, the bounding box is (15.8809,-9.40808), (69.2765,45.8081), leaf: 0, edge: 1
[RTREE] This is node 409 at depth: 9, the bounding box is (15.8809,-9.40808), (69.2765,45.8081), leaf: 1, edge: 0
[RTREE] This is node 751 at depth: 8, the bounding box is (15.8809,-9.40808), (69.2765,45.8081), leaf: 0, edge: 0
[RTREE] This is node 382 at depth: 10, the bounding box is (75.7986,-53.2105), (77.9018,-26.3421), leaf: 0, edge: 1
[RTREE] This is node 302 at depth: 10, the bounding box is (21.8041,-86.9627), (99.5045,-15.2763), leaf: 0, edge: 1
[RTREE] This is node 389 at depth: 9, the bounding box is (21.8041,-86.9627), (99.5045,-15.2763), leaf: 1, edge: 0
[RTREE] This is node 129 at depth: 10, the bounding box is (-21.7482,-75.7388), (89.5362,47.7175), leaf: 0, edge: 1
[RTREE] This is node 1153 at depth: 10, the bounding box is (-13.1701,-89.6129), (82.5816,47.201), leaf: 0, edge: 1
[RTREE] This is node 122 at depth: 10, the bounding box is (-33.9645,-76.858), (93.0683,23.2683), leaf: 0, edge: 1
[RTREE] This is node 413 at depth: 10, the bounding box is (-6.35375,-42.5021), (77.3276,32.8242), leaf: 0, edge: 1
[RTREE] This is node 1626 at depth: 10, the bounding box is (-32.9471,-47.5684), (-3.98303,-41.9841), leaf: 0, edge: 1
[RTREE] This is node 0 at depth: 9, the bounding box is (-33.9645,-89.6129), (93.0683,47.7175), leaf: 1, edge: 0
[RTREE] This is node 400 at depth: 10, the bounding box is (27.7182,-18.1614), (76.5617,3.51673), leaf: 0, edge: 1
[RTREE] This is node 1154 at depth: 9, the bounding box is (27.7182,-18.1614), (76.5617,3.51673), leaf: 1, edge: 0
[RTREE] This is node 408 at depth: 10, the bounding box is (1.40451,-81.1428), (94.6306,-3.82383), leaf: 0, edge: 1
[RTREE] This is node 1395 at depth: 10, the bounding box is (73.1306,-90.8215), (78.624,-43.6127), leaf: 0, edge: 1
[RTREE] This is node 1728 at depth: 10, the bounding box is (5.52158,-55.4917), (97.4084,-25.1501), leaf: 0, edge: 1
[RTREE] This is node 1396 at depth: 9, the bounding box is (1.40451,-90.8215), (97.4084,-3.82383), leaf: 1, edge: 0
[RTREE] This is node 415 at depth: 8, the bounding box is (-33.9645,-90.8215), (99.5045,47.7175), leaf: 0, edge: 0
[RTREE] This is node 1158 at depth: 7, the bounding box is (-33.9645,-90.8215), (99.5045,47.7175), leaf: 0, edge: 0
[RTREE] This is node 1504 at depth: 10, the bounding box is (11.9305,-47.3335), (70.7344,98.1099), leaf: 0, edge: 1
[RTREE] This is node 1588 at depth: 9, the bounding box is (11.9305,-47.3335), (70.7344,98.1099), leaf: 1, edge: 0
[RTREE] This is node 1658 at depth: 8, the bounding box is (11.9305,-47.3335), (70.7344,98.1099), leaf: 0, edge: 0
[RTREE] This is node 1701 at depth: 7, the bounding box is (11.9305,-47.3335), (70.7344,98.1099), leaf: 0, edge: 0
[RTREE] This is node 1484 at depth: 10, the bounding box is (43.4106,-3.95794), (88.0347,72.0828), leaf: 0, edge: 1
[RTREE] This is node 1641 at depth: 9, the bounding box is (43.4106,-3.95794), (88.0347,72.0828), leaf: 1, edge: 0
[RTREE] This is node 1688 at depth: 8, the bounding box is (43.4106,-3.95794), (88.0347,72.0828), leaf: 0, edge: 0
[RTREE] This is node 1744 at depth: 7, the bounding box is (43.4106,-3.95794), (88.0347,72.0828), leaf: 0, edge: 0
[RTREE] This is node 359 at depth: 6, the bounding box is (-44.7369,-96.8338), (99.5045,98.1099), leaf: 0, edge: 0
[RTREE] This is node 223 at depth: 10, the bounding box is (52.5406,-93.4655), (86.8401,-58.6093), leaf: 0, edge: 1
[RTREE] This is node 300 at depth: 9, the bounding box is (52.5406,-93.4655), (86.8401,-58.6093), leaf: 1, edge: 0
[RTREE] This is node 390 at depth: 8, the bounding box is (52.5406,-93.4655), (86.8401,-58.6093), leaf: 0, edge: 0
[RTREE] This is node 76 at depth: 10, the bounding box is (44.4964,-76.3898), (48.1584,57.5905), leaf: 0, edge: 1
[RTREE] This is node 1430 at depth: 10, the bounding box is (45.0841,-26.0584), (51.4006,0.826321), leaf: 0, edge: 1
[RTREE] This is node 105 at depth: 9, the bounding box is (44.4964,-76.3898), (51.4006,57.5905), leaf: 1, edge: 0
[RTREE] This is node 1532 at depth: 10, the bounding box is (87.6148,-49.6403), (97.073,62.7031), leaf: 0, edge: 1
[RTREE] This is node 1472 at depth: 10, the bounding box is (76.848,-52.8243), (84.0481,-22.5262), leaf: 0, edge: 1
[RTREE] This is node 1497 at depth: 10, the bounding box is (73.7981,-28.7946), (96.5451,27.1796), leaf: 0, edge: 1
[RTREE] This is node 1528 at depth: 10, the bounding box is (78.0581,37.3967), (93.8616,63.3951), leaf: 0, edge: 1
[RTREE] This is node 127 at depth: 9, the bounding box is (73.7981,-52.8243), (97.073,63.3951), leaf: 1, edge: 0
[RTREE] This is node 85 at depth: 10, the bounding box is (59.4973,-88.0525), (86.8474,-65.8649), leaf: 0, edge: 1
[RTREE] This is node 126 at depth: 10, the bounding box is (65.9106,-44.5385), (66.0162,63.388), leaf: 0, edge: 1
[RTREE] This is node 1624 at depth: 10, the bounding box is (65.7451,8.75391), (70.2178,15.3768), leaf: 0, edge: 1
[RTREE] This is node 1628 at depth: 10, the bounding box is (55.4936,-25.105), (74.0364,45.1282), leaf: 0, edge: 1
[RTREE] This is node 1473 at depth: 9, the bounding box is (55.4936,-88.0525), (86.8474,63.388), leaf: 1, edge: 0
[RTREE] This is node 258 at depth: 10, the bounding box is (96.9908,-53.7725), (99.965,68.3175), leaf: 0, edge: 1
[RTREE] This is node 1529 at depth: 9, the bounding box is (96.9908,-53.7725), (99.965,68.3175), leaf: 1, edge: 0
[RTREE] This is node 1429 at depth: 10, the bounding box is (63.0121,-8.51822), (71.2155,11.7232), leaf: 0, edge: 1
[RTREE] This is node 1464 at depth: 10, the bounding box is (61.4676,-21.0922), (91.6385,26.9797), leaf: 0, edge: 1
[RTREE] This is node 1533 at depth: 9, the bounding box is (61.4676,-21.0922), (91.6385,26.9797), leaf: 1, edge: 0
[RTREE] This is node 136 at depth: 8, the bounding box is (44.4964,-88.0525), (99.965,68.3175), leaf: 0, edge: 0
[RTREE] This is node 411 at depth: 7, the bounding box is (44.4964,-93.4655), (99.965,68.3175), leaf: 0, edge: 0
[RTREE] This is node 401 at depth: 10, the bounding box is (50.3062,-90.2607), (55.4965,54.4635), leaf: 0, edge: 1
[RTREE] This is node 447 at depth: 10, the bounding box is (84.0379,-55.1799), (86.7412,30.6368), leaf: 0, edge: 1
[RTREE] This is node 648 at depth: 9, the bounding box is (50.3062,-90.2607), (86.7412,54.4635), leaf: 1, edge: 0
[RTREE] This is node 1606 at depth: 10, the bounding box is (33.3474,-39.2442), (39.9777,15.1013), leaf: 0, edge: 1
[RTREE] This is node 70 at depth: 10, the bounding box is (18.9964,-97.3348), (82.2603,17.2113), leaf: 0, edge: 1
[RTREE] This is node 299 at depth: 10, the bounding box is (29.7549,-84.2478), (95.6488,8.97104), leaf: 0, edge: 1
[RTREE] This is node 1478 at depth: 10, the bounding box is (57.0019,-93.9161), (95.2223,13.8571), leaf: 0, edge: 1
[RTREE] This is node 303 at depth: 9, the bounding box is (18.9964,-97.3348), (95.6488,17.2113), leaf: 1, edge: 0
[RTREE] This is node 1489 at depth: 10, the bounding box is (2.75358,-89.6539), (81.82,-87.7717), leaf: 0, edge: 1
[RTREE] This is node 1452 at depth: 10, the bounding box is (21.3328,-84.6676), (89.8901,-21.8482), leaf: 0, edge: 1
[RTREE] This is node 1617 at depth: 10, the bounding box is (17.7478,-54.7593), (78.1371,-30.795), leaf: 0, edge: 1
[RTREE] This is node 1639 at depth: 10, the bounding box is (5.31072,-64.0244), (39.9586,-60.7681), leaf: 0, edge: 1
[RTREE] This is node 1607 at depth: 9, the bounding box is (2.75358,-89.6539), (89.8901,-21.8482), leaf: 1, edge: 0
[RTREE] This is node 1492 at depth: 8, the bounding box is (2.75358,-97.3348), (95.6488,54.4635), leaf: 0, edge: 0
[RTREE] This is node 1872 at depth: 10, the bounding box is (-0.904196,-94.0084), (16.1574,-14.95), leaf: 0, edge: 1
[RTREE] This is node 287 at depth: 10, the bounding box is (-23.7236,-96.3794), (66.4451,11.1314), leaf: 0, edge: 1
[RTREE] This is node 395 at depth: 10, the bounding box is (0.182102,-39.2958), (38.1326,-34.3463), leaf: 0, edge: 1
[RTREE] This is node 1637 at depth: 10, the bounding box is (-12.248,-10.8177), (-1.03617,7.46278), leaf: 0, edge: 1
[RTREE] This is node 383 at depth: 9, the bounding box is (-23.7236,-96.3794), (66.4451,11.1314), leaf: 1, edge: 0
[RTREE] This is node 1428 at depth: 10, the bounding box is (18.0602,-66.8545), (64.027,-64.1302), leaf: 0, edge: 1
[RTREE] This is node 1638 at depth: 9, the bounding box is (18.0602,-66.8545), (64.027,-64.1302), leaf: 1, edge: 0
[RTREE] This is node 1595 at depth: 10, the bounding box is (-12.1819,-26.7081), (50.8646,-16.545), leaf: 0, edge: 1
[RTREE] This is node 1616 at depth: 10, the bounding box is (-19.4415,-75.1087), (49.6317,10.9569), leaf: 0, edge: 1
[RTREE] This is node 1873 at depth: 9, the bounding box is (-19.4415,-75.1087), (50.8646,10.9569), leaf: 1, edge: 0
[RTREE] This is node 410 at depth: 8, the bounding box is (-23.7236,-96.3794), (66.4451,11.1314), leaf: 0, edge: 0
[RTREE] This is node 1547 at depth: 10, the bounding box is (-10.2434,-85.0159), (80.3356,-43.29), leaf: 0, edge: 1
[RTREE] This is node 140 at depth: 10, the bounding box is (-29.5137,-93.1973), (58.4584,14.3696), leaf: 0, edge: 1
[RTREE] This is node 1620 at depth: 10, the bounding box is (-22.0343,-67.3353), (71.0919,4.43931), leaf: 0, edge: 1
[RTREE] This is node 1852 at depth: 10, the bounding box is (-10.1658,-70.6944), (99.8003,-2.00244), leaf: 0, edge: 1
[RTREE] This is node 1598 at depth: 9, the bounding box is (-29.5137,-93.1973), (99.8003,14.3696), leaf: 1, edge: 0
[RTREE] This is node 1125 at depth: 10, the bounding box is (8.27156,-0.377022), (56.0922,59.5592), leaf: 0, edge: 1
[RTREE] This is node 749 at depth: 10, the bounding box is (-16.4322,-46.1105), (98.942,70.584), leaf: 0, edge: 1
[RTREE] This is node 1580 at depth: 10, the bounding box is (9.08737,-19.8321), (24.326,35.6959), leaf: 0, edge: 1
[RTREE] This is node 1601 at depth: 10, the bounding box is (-8.93215,11.174), (17.6797,53.9762), leaf: 0, edge: 1
[RTREE] This is node 1562 at depth: 9, the bounding box is (-16.4322,-46.1105), (98.942,70.584), leaf: 1, edge: 0
[RTREE] This is node 184 at depth: 10, the bounding box is (-27.0282,-1.49892), (79.8959,58.3143), leaf: 0, edge: 1
[RTREE] This is node 1119 at depth: 10, the bounding box is (57.268,9.39179), (75.2936,42.4545), leaf: 0, edge: 1
[RTREE] This is node 1491 at depth: 9, the bounding box is (-27.0282,-1.49892), (79.8959,58.3143), leaf: 1, edge: 0
[RTREE] This is node 1654 at depth: 10, the bounding box is (-9.04076,-89.4679), (28.0018,53.557), leaf: 0, edge: 1
[RTREE] This is node 1530 at depth: 10, the bounding box is (25.2274,-79.8353), (64.4103,47.9729), leaf: 0, edge: 1
[RTREE] This is node 1597 at depth: 10, the bounding box is (-24.7404,-32.8198), (64.6822,-7.14354), leaf: 0, edge: 1
[RTREE] This is node 1649 at depth: 10, the bounding box is (0.438047,-60.928), (38.044,18.28), leaf: 0, edge: 1
[RTREE] This is node 1708 at depth: 10, the bounding box is (35.1838,-94.2039), (83.0715,63.2642), leaf: 0, edge: 1
